"Section","Role","Channel","Title","Test Data","Preconditions","Steps","Expected Result","Platform","TestMethod","Type","P","References","Release version","QA Responsibility","TestRailID"
"Agentic > SharePoint KM > ASAP Integration > Managed Resource Creation","","","Verify that enabling sharepointConfig when a non-SharePoint managed KM already exists for the network should succeed without violating unique constraint","Existing managed KM: networkId=net-001 / managed=true / source='eko' / New: source='sharepoint'","net-001 has managed=true KM with source='eko' / Admin API key configured","1. Verify existing managed KM source='eko' record for net-001
2. Send PATCH network-config with sharepointConfig.enabled=true for net-001
3. Query knowledge table for net-001","1. SharePoint managed KM is created successfully (source='sharepoint')
2. Existing source='eko' managed KM is unaffected
3. Unique constraint (networkId / managed / source) is satisfied for both records","","Manual","Regression Test","P2","","","","C1550258"
"Agentic > SharePoint KM > ASAP Integration > Managed Resource Creation","","","Check that re-enabling sharepointConfig after it was previously disabled should NOT create a duplicate managed KM record","network-config flow: enabled=true → enabled=false → enabled=true / networkId: net-001","net-001 previously had SharePoint enabled then disabled / managed KM record still present","1. Confirm existing managed SharePoint KM record for net-001
2. Send PATCH network-config with sharepointConfig.enabled=true for net-001 again
3. Count managed SharePoint KM records for net-001 in knowledge table","1. Exactly one managed SharePoint KM record exists for net-001
2. No duplicate record created
3. Unique constraint not violated","","Manual","Regression Test","P2","","","","C1550259"
"Agentic > SharePoint KM > ASAP Integration > ETL Content Sync","","","Check that km-etl service should successfully ingest a PDF file from SharePoint into Google Discovery Engine","File: report.pdf (5MB) / SharePoint site: test-site / networkId: net-001","sharepointConfig.enabled=true for net-001 / km-etl service running / Google Discovery Engine datastore configured / SharePoint test site accessible","1. Upload report.pdf (5MB) to SharePoint test-site
2. Wait for next ETL sync cycle (or trigger manually)
3. Query Google Discovery Engine for documents with source SharePoint and networkId=net-001
4. Verify document content is searchable","1. report.pdf is indexed in Google Discovery Engine
2. Document is retrievable via search query
3. ETL sync log shows successful ingestion","","Manual","Smoke Test","P1","","","","C1550260"
"Agentic > SharePoint KM > ASAP Integration > ETL Content Sync","","","Verify that km-etl should ingest all supported file types (DOCX / CSV / JPEG / PNG) from SharePoint successfully","Files: doc.docx (2MB) / data.csv (1MB) / image.jpeg (3MB) / photo.png (4MB)","sharepointConfig.enabled=true / km-etl running / Google Discovery Engine configured / All 4 test files uploaded to SharePoint","1. Upload all 4 test files to SharePoint test-site
2. Trigger ETL sync
3. Query Discovery Engine for each file type
4. Verify each file is indexed","1. All 4 files are indexed in Discovery Engine
2. Each file type is correctly processed
3. ETL log shows no errors for supported types","","Manual","Smoke Test","P1","","","","C1550261"
"Agentic > SharePoint KM > ASAP Integration > ETL Content Sync","","","Verify that ETL sync should run automatically every 15 minutes via Azure Logic App without manual trigger","Azure Logic App schedule: every 15 minutes / networkId: net-001","sharepointConfig.enabled=true / Azure Logic App deployed and active / New file uploaded to SharePoint","1. Note current time T0
2. Upload a new file to SharePoint at T0
3. Wait up to 16 minutes without manually triggering ETL
4. Query Discovery Engine at T0+16min for the file","1. File appears in Discovery Engine within 15 minutes of upload
2. Azure Logic App trigger log shows scheduled execution
3. No manual trigger was required","","Manual","Sanity Test","P1","","","","C1550262"
"Agentic > SharePoint KM > ASAP Integration > ETL Content Sync","","","Check that a file larger than 20MB should be skipped by ETL and NOT ingested into Discovery Engine","File: large-document.pdf (25MB) / networkId: net-001","sharepointConfig.enabled=true / km-etl running / 25MB PDF file uploaded to SharePoint","1. Upload large-document.pdf (25MB) to SharePoint test-site
2. Trigger ETL sync
3. Query Discovery Engine for large-document.pdf
4. Check ETL service logs","1. large-document.pdf is NOT indexed in Discovery Engine
2. ETL log records a skip event for the file with reason '>20MB'
3. Sync cycle completes without error","","Manual","Regression Test","P1","","","","C1550263"
"Agentic > SharePoint KM > ASAP Integration > ETL Content Sync","","","Check that uploading an unsupported file type (PPTX) to SharePoint should be skipped by ETL without causing a sync failure","File: presentation.pptx (3MB) / networkId: net-001","sharepointConfig.enabled=true / km-etl running / presentation.pptx uploaded to SharePoint","1. Upload presentation.pptx to SharePoint test-site
2. Trigger ETL sync
3. Query Discovery Engine for presentation.pptx
4. Verify remaining supported files in same sync batch are ingested","1. presentation.pptx is NOT indexed in Discovery Engine
2. ETL sync cycle completes successfully without failure
3. Other supported files in the same batch are indexed normally","","Manual","Regression Test","P2","","","","C1550264"
"Agentic > SharePoint KM > ASAP Integration > ETL Content Sync","","","Check that ETL sync failure due to SharePoint connectivity error should not corrupt previously indexed documents","Simulated SharePoint API outage / networkId: net-001","sharepointConfig.enabled=true / km-etl running / Pre-existing indexed documents in Discovery Engine / SharePoint API temporarily unavailable (mocked)","1. Verify existing documents are indexed in Discovery Engine
2. Simulate SharePoint API outage
3. Trigger ETL sync
4. After simulated recovery query Discovery Engine for pre-existing documents","1. ETL sync fails gracefully with error log
2. Previously indexed documents remain intact in Discovery Engine
3. ETL does not delete existing data on failure","","Manual","Regression Test","P1","","","","C1550265"
"Agentic > SharePoint KM > ASAP Integration > ETL Content Sync","","","Verify that a file exactly at the 20MB boundary should be ingested or skipped consistently according to spec rule (>20MB skipped)","File: boundary-file.pdf (exactly 20MB) / networkId: net-001","sharepointConfig.enabled=true / km-etl running / 20MB PDF uploaded to SharePoint","1. Upload boundary-file.pdf (exactly 20MB) to SharePoint
2. Trigger ETL sync
3. Query Discovery Engine for boundary-file.pdf
4. Check ETL logs for file processing decision","1. File at exactly 20MB is ingested (>20MB rule means 20MB is not skipped)
2. ETL log shows file was processed
3. Behavior is consistent with spec definition of '>20MB'","","Manual","Regression Test","P2","","","","C1550266"
"Agentic > SharePoint KM > ASAP Integration > ETL Content Sync","","","Check that an empty SharePoint site with no documents should result in ETL sync completing without error and Discovery Engine remaining unchanged","Empty SharePoint test site / networkId: net-002","sharepointConfig.enabled=true for net-002 / km-etl running / No files in SharePoint site for net-002","1. Ensure SharePoint site for net-002 has zero files
2. Trigger ETL sync for net-002
3. Check ETL logs
4. Verify Discovery Engine for net-002","1. ETL sync cycle completes with status 'success' or 'no-op'
2. No error is thrown for empty site
3. Discovery Engine shows no new documents for net-002","","Manual","Regression Test","P2","","","","C1550267"
"Agentic > SharePoint KM > ASAP Integration > ETL Content Sync","","","Verify that updating a previously indexed file in SharePoint should result in the updated content being indexed on next ETL sync","Updated file: report.pdf (v2 content) / networkId: net-001","report.pdf v1 already indexed in Discovery Engine / sharepointConfig.enabled=true / km-etl running","1. Modify report.pdf content and re-upload to SharePoint
2. Trigger ETL sync
3. Search Discovery Engine using text unique to v2
4. Confirm v1-only text is no longer exclusively matched","1. Discovery Engine returns results reflecting v2 content
2. ETL log records an update event for report.pdf
3. No duplicate document entry created","","Manual","Regression Test","P1","","","","C1550268"
"Agentic > SharePoint KM > ASAP Integration > Delta Sync","","","Check that delta sync should only ingest changed items since the last sync using Graph API delta query","Graph delta token persisted from previous sync / Changed file: update.docx / networkId: net-001","Initial full sync completed / deltaToken stored in sharepoint-delta-tokens Cosmos collection / One file modified since last sync","1. Verify deltaToken exists in Cosmos sharepoint-delta-tokens for net-001
2. Modify update.docx in SharePoint
3. Trigger delta sync cycle
4. Inspect ETL logs for files processed
5. Verify only update.docx was re-indexed","1. Only update.docx is re-ingested
2. Unchanged files are NOT re-downloaded or re-indexed
3. Delta token is updated in Cosmos after successful sync","","Manual","Smoke Test","P1","","","","C1550269"
"Agentic > SharePoint KM > ASAP Integration > Delta Sync","","","Verify that delta sync should persist the updated deltaToken to Cosmos after each successful sync","networkId: net-001 / Cosmos collection: sharepoint-delta-tokens","Initial deltaToken persisted / Delta sync ran successfully / Cosmos DB access available","1. Note current deltaToken value for net-001 from Cosmos
2. Trigger a delta sync with one changed file
3. After sync completes query Cosmos for net-001 deltaToken
4. Compare old and new token values","1. deltaToken value in Cosmos is updated after sync
2. New token differs from old token
3. Next delta sync uses the new token","","Manual","Sanity Test","P1","","","","C1550270"
